iter	MultiClass
940	0.1764539638
941	0.1761575472
942	0.1758205784
943	0.1756298451
944	0.1752214583
945	0.1748767861
946	0.1745975248
947	0.1743702668
948	0.1741672342
949	0.1738555266
950	0.1734633179
951	0.173298444
952	0.1729208301
953	0.1728092372
954	0.1725040214
955	0.1722517894
956	0.1718989619
957	0.1715110836
958	0.1713608284
959	0.1711319355
960	0.1709425554
961	0.170798574
962	0.1706707458
963	0.170430385
964	0.1701218412
965	0.1699193176
966	0.1696326369
967	0.1695161189
968	0.1692704029
969	0.1689133826
970	0.1687662755
971	0.1684153618
972	0.1680934613
973	0.1678272051
974	0.1675967276
975	0.1673304184
976	0.1671995677
977	0.1668155039
978	0.1666497728
979	0.1663066392
980	0.1660659553
981	0.1660023624
982	0.1657850718
983	0.1655071641
984	0.165290207
985	0.1649009254
986	0.1647353697
987	0.164478094
988	0.1642474139
989	0.1639185946
990	0.1638295896
991	0.1634136472
992	0.1631193325
993	0.1629625227
994	0.16281238
995	0.1625545094
996	0.1623567144
997	0.1621151391
998	0.1618133584
999	0.1615924153
